659,体检回销-体检结果保存接口,p066022,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/medical/medicalRecordController""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/10 14:49,2020/4/10 14:49,p06
660,账户注销,web4794,dorado-auth,0,"[{""args"":{""pattern"":""dorado/api/v1/exit""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/10 15:10,2020/4/10 15:10,web
661,产品定义发起初始化查询,P041778,corona-service,0,"[{""args"":{""pattern"":""/corona/productdef/init/start""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/10 20:37,2020/4/10 21:00,P04
662,查询职业码表信息,p011437,orion-dictionary,0,"[{""args"":{""pattern"":""/dic/dictionary/getoccupation""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/11 18:50,2020/4/11 18:50,p01
663,P05查询问题件详情,web6772,dorado-insuring-service-newcontract,1,"[{""args"":{""pattern"":""/dorado/api/v1/issue/queryIssueDetail""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/12 18:59,2020/4/12 18:59,web
664,未打印承保通知书数量查询,P068642,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/noticePrint/queryUnPrintNoticeCount""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/13 10:02,2020/4/13 10:02,P06
665,P05登录接口,web3706,dorado-auth,1,"[{""args"":{""pattern"":""/dorado/auth/oauth/token""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/14 9:34,2020/4/14 9:34,web
666,P08前端公共码表查询接口,P08Web7538,gemini-elprint,0,"[{""args"":{""pattern"":""/gemini/api/v1/policyReturn/codeWithUi""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/14 16:49,2020/4/14 16:49,P08Web
667,P05问题件修改岗查询,web4031,dorado-insuring-service-newcontract,1,"[{""args"":{""pattern"":""/dorado/api/v1/issue/queryIssueModify""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/14 23:07,2020/4/14 23:07,web
668,p06保存核保分析报告,p016448,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/LCUWReport/saveLCUWReport""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/9 16:24,2020/5/22 17:00,p06
669,查看通知书pdf,P013792,orion-printing,0,"[{""args"":{""pattern"":""/print/api/v1/noticeprint/getinfo""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/10 16:48,2020/4/10 17:37,P01
670,orion-printing,T55308,orion-printing,0,"[{""args"":{""pattern"":""/print/insertmaintain/getInfo""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/3/25 14:40,2020/3/25 15:35,T5
671,P05问题件工作流节点查询,web7486,dorado-insuring-service-newcontract,1,"[{""args"":{""pattern"":""/dorado/api/v1/issue/queryIssueNodeInstance""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/14 17:54,2020/4/14 17:54,web
672,p06查询核保分析报告,P015788,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/LCUWReport/selectLCUWReport""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/9 16:20,2020/4/9 16:25,P01
673,P06保存业务员管理信息,P018524,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/UwAgentQuality/uwAgentQualitySave""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/8 9:49,2020/4/9 16:28,P01
674,P06体检管理保存,P010560,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/UWHospitalQuality/hospitalQualitySave""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/8 9:47,2020/4/9 16:28,P01
675,P06查询业务员管理信息,P010348,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/UwAgentQuality/selectByContno""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/8 9:48,2020/4/9 16:29,P01
676,p06查询体检管理信息,P057187,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/UWHospitalQuality/selectHospitalQuality""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/8 9:46,2020/4/9 16:30,P01
677,体检回销查询接口,p067768,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/medical/medicalDustyQuery""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/10 14:43,2020/4/10 14:44,p06
678,开始录制-跳转页面前接口,p064543,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/medical/medicalRecordBeforeQuery""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/10 14:46,2020/4/10 14:46,p06
679,体检开始录制-跳转页面后查询接口,p065858,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/medical/medicalRecordAfterQuery""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/10 14:47,2020/4/10 14:47,p06
680,查询账号详细信息的,web4017,dorado-auth,0,"[{""args"":{""pattern"":""dorado/api/v1/member""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/10 14:58,2020/4/10 14:58,web
681,通知书信息查询,P066564,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/noticePrint/queryNoticeInfo""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/13 10:01,2020/4/13 10:01,P06
682,打印承保通知书,P065109,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/noticePrint/printNotice""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/13 10:03,2020/4/13 10:03,P06
683,批量下载承保通知书,P064224,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/noticePrint/batchDownloadNotice""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/13 10:04,2020/4/13 10:04,P06
684,状态明细,P06web8260,dorado-insuring-service-newcontract,0,"[{""args"":{""pattern"":""/dorado/api/v1/detailSelect""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/13 17:05,2020/4/13 17:05,P06web
685,核保风险评分-页面初始化,P011156,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/uwiskInitQuery""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/11 15:33,2020/4/13 10:07,P06
686,体检结果查看页面-体检履历查询,p060440,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/medical/medicalResultQuery""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/14 14:33,2020/4/14 14:33,p06
687,P05问题件回复完毕,web2478,dorado-insuring-service-newcontract,1,"[{""args"":{""pattern"":""/dorado/api/v1/issue/replyIssueFinish""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/12 16:18,2020/4/14 15:28,web
689,p06核保分析报告一键同步同期单,p014570,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/LCUWReport/syncLCUWReport""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/9 16:35,2020/5/22 17:00,p06
690,p06删除核保分析报告,p010473,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/LCUWReport/delLCUWReport""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/9 16:33,2020/5/22 17:00,p06
691,token解析,P05web1516,dorado-auth,0,"[{""args"":{""pattern"":""/dorado/auth/parsetoken""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/5/27 17:47,2020/5/27 18:32,P05web
692,编辑值集行,P077273,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/valueSet/updateValueSetLine""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 15:33,2020/10/26 15:33,P07
693,查询数据源映射头,P07Web5801,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/dataMpg/pageDataMpgHeaderList""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 15:34,2020/10/26 15:34,P07Web
694,查询场景行,P07WEb9502,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/scene/pageSceneList""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 16:03,2020/10/26 16:03,P07WEb
695,P06核保等待确认,P014959,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/WaitReason/confirmWaitReason""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/16 15:29,2020/4/16 15:29,P01
696,核保结论初始化,p065872,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/api/v1/polhandle/initPage""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""},{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""}]",0,0,,,,2020/4/16 17:56,2020/4/16 17:57,p06
697,一级页面初始化接口,p068158,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/InitQuery""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/16 20:35,2020/4/16 20:35,p06
698,一级页面查询按钮,p062027,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/selByQuery""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/16 20:36,2020/4/16 20:36,p06
699,自动分配,p066190,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/selClick""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/16 20:36,2020/4/16 20:36,p06
700,p06核保等待查询,p012965,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/WaitReason/selectWaitReason""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/16 15:27,2020/5/22 17:00,p06
701,获取同期保单号,P064512,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/selContNo""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 10:32,2020/4/18 11:23,P06
702,新增账套头,P07Web1227,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/ledger/addLedgerHeader""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 15:22,2020/10/26 15:22,P07Web
703,合同结论保存校验,p064942,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/api/v1/uwSave/uwSaveCheck""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 16:27,2020/4/20 9:40,p06
704,分页查询值集头,P07Web7984,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/valueSet/pageValueSetHeaderList""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 15:25,2020/10/26 15:25,P07Web
705,保险计划变更保费重算,p066228,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/polhandle/recalPrem""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/20 15:43,2020/4/20 15:43,p06
706,补打通知书信息查询,P060748,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/rePrint/queryRePrintNoticeInfo""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 16:35,2020/4/18 16:35,P06
707,提交补打通知书数据,P066486,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/api/v1/rePrint/submitRePrintNotice""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 16:36,2020/4/18 16:36,P06
708,特约信息——下拉框数据查询,p061877,draco-artifacial-underwriting-service,0,"[{""args"":{""pattern"":""/draco/selSpecCode""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 21:33,2020/4/18 21:33,p06
709,新增值集头,P07Web5703,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/valueSet/addValueSetHeader""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 15:27,2020/10/26 15:27,P07Web
710,特约信息查询,p068159,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/selSpec""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 17:35,2020/4/18 17:35,p06
711,加费查询接口,p067344,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/api/v1/addFee/queryAddFee""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 17:36,2020/4/18 17:36,p06
712,险种结论保存,p069553,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/api/v1/polhandle/polConclusionHanle""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 17:51,2020/4/18 17:51,p06
713,线下活动信息录入,P03web8903,cetus-customer-service,0,"[{""args"":{""pattern"":""/cetus/api/v1/offlineActivityEntry/saveActivityEntry""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/20 14:34,2020/4/20 14:44,P03web
714,线下活动信息修改,P03web9848,cetus-customer-service,0,"[{""args"":{""pattern"":""/cetus/api/v1/offlineActivityEntry/updateActivityEntyById""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/20 15:18,2020/4/20 15:18,P03web
715,合同结论保存,p065857,DRACO-ARTIFACIAL-UNDERWRITING-SERVICE,0,"[{""args"":{""pattern"":""/draco/api/v1/uwSave/uwSave""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/18 16:29,2020/4/20 9:40,p06
716,新增场景头,P07Web7818,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/scene/addScene""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 16:04,2020/10/26 16:04,P07Web
717,删除保单下所有单证,p110942,orion-storage,0,"[{""args"":{""pattern"":""/orion/image/delAll""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/20 15:46,2020/4/20 15:46,p11
718,编辑场景头,P07Web1921,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/scene/updateScene""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 16:04,2020/10/26 16:04,P07Web
719,登录,P05web8461,dorado-auth,0,"[{""args"":{""pattern"":""/dorado/auth/login""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/15 17:34,2020/7/1 11:50,P05web
720,动态生成场景结构表单数据,P07Web7434,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/scene/getSceneDetailBySceneStruct""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 16:05,2020/10/26 16:05,P07Web
721,创建会计凭证,P07Web0818,lyra-bfps,0,"[{""args"":{""pattern"":""/ae/voucher/createVoucher""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/10/26 16:07,2020/10/26 16:07,P07Web
722,保单打印-个人保单查询,P08web0529,gemini-elprint,0,"[{""args"":{""pattern"":""/gemini/api/v1/printPolicy/selectcont""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/20 17:18,2020/4/20 19:53,P08web
723,保单打印-个人纸质保单重打,P08web7897,gemini-elprint,0,"[{""args"":{""pattern"":""/gemini/api/v1/rePrintPolicy/rePrint""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/20 17:25,2020/4/20 19:54,P08web
724,保单打印-个人纸质保单重打批量导入,P08web6621,gemini-elprint,0,"[{""args"":{""pattern"":""/gemini/api/v1/rePrintPolicy/batchImport""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/20 17:24,2020/4/20 19:54,P08web
725,保单打印-个人纸质保单重打查询,P08web4140,gemini-elprint,0,"[{""args"":{""pattern"":""/gemini/api/v1/rePrintPolicy/query""},""name"":""Path""}]","[{""args"":{""_genkey_0"":""1""},""name"":""StripPrefix""},{""args"":{""_genkey_0"":""1""},""name"":""FilterRequest""}]",0,0,,,,2020/4/20 17:23,2020/4/20 19:54,P08web
